gen,best,mean,diversity
0,22.58400846705814,-4.809488023319788,1.1607103786345285
1,59.86898011561732,-4.093038257650498,1.1787709747987027
2,15.605992892952848,-4.4603645374124685,1.1732711420609305
3,33.46239810283813,-4.147526304326924,1.1528407952196584
4,18.57633752465953,-3.754233215977198,1.1372021708419793
5,5.507433588564965,-4.060500166990448,1.078430734472626
6,6.864186525113187,-4.0965401229395955,1.0092661478059377
7,2.3022902095054256,-4.2129250077612435,0.911293908363402
8,4.834240104281914,-3.9098891426101865,0.8374050677217822
9,1.8094815780388096,-4.222488092128691,0.7594089710442631
10,0.8177989432000743,-4.32044024156853,0.6832744956143162
11,2.5062281417707037,-4.259359333491608,0.6556010645921111
12,5.523935998995629,-4.161543531663888,0.7354701082061418
13,1.9424690517329317,-4.330797465309606,0.6091956066923209
14,6.720823262242728,-4.0744177342405035,0.5795483445085193
15,2.130575191423775,-4.122630967427501,0.5483670337089932
16,1.4415643661956548,-4.257085081535269,0.4604877519522787
17,2.8177989432000743,-4.000542454924497,0.48271002358392706
18,2.4991774727525247,-4.0451108009288905,0.5745633476050137
19,4.390538565478495,-3.873868925240649,0.5512204578113417
20,2.4143622962368223,-3.697941574938606,0.5360333075284929
21,3.4506417835043965,-3.596407220200218,0.5676029277251122
22,2.4415643661956548,-3.606169114859779,0.5114443454567108
23,4.05479437247824,-3.5548445858907125,0.3347764535265633
24,4.206147741138691,-3.587800889852028,0.33350910191110694
25,1.3749735627250974,-3.6387346311673823,0.3512877571646823
26,2.591509207563943,-3.6427223173609984,0.33951867995999874
27,4.505773164001617,-3.567029095231878,0.28785401621526
28,2.4441122791307457,-3.39309233459512,0.29952596627984573
29,2.5121416307152984,-3.729840292676184,0.32798167556509705
30,3.4327740538666536,-3.4698942126732,0.329589730543041
31,2.507504376012296,-3.4923013756753813,0.32557867126060935
32,2.5129609190533433,-3.539526903479212,0.35024651050914946
33,2.3420682517539166,-3.6083393642435864,0.35400787547804813
34,4.489465180187114,-3.6736555793967436,0.3506589141196946
35,2.5348180812434826,-3.5987662175811472,0.33598259208880565
36,7.194671323320719,-3.404122595870312,0.32395144607266146
37,2.364744702282101,-3.6135091471636254,0.3472613643715277
38,1.6141856580921274,-3.7408674375981303,0.3591159592201005
39,3.296715350697548,-3.454600067966959,0.3494253160597168
40,2.568832757035759,-3.5794064768518683,0.34484314146085476
41,3.285377125433456,-3.4711711071053513,0.3389562568190974
42,2.4732842301842126,-3.677272359237122,0.3482857795376297
43,2.4100976033384693,-3.6541038536034876,0.3519939914172381
44,3.478126954923022,-3.5313728235991357,0.3348186579891007
45,4.399334318033041,-3.684301760847374,0.3344296262216052
46,1.4214358286025615,-3.704847356813324,0.31607476964750914
47,7.126641971736166,-3.45698239441166,0.30514477698537473
48,2.580170982299851,-3.649851489573655,0.2930552503083566
49,2.4327740538666536,-3.572985006912474,0.29042247829650053
50,2.436958561798349,-3.5229873543647225,0.3113987402000342
